# StoryAura/Danbooru-Dataset-csv parent_tag edges (child,parent). MIT.
!!,!
black_one-piece_swimsuit,one-piece_swimsuit
black_outline,outline
black_overalls,overalls
black_pajamas,pajamas
black_panties,panties
black_pants,pants
black_pantyhose,pantyhose
black_petals,petals
black_pubic_hair,pubic_hair
black_ribbon,ribbon
black_robe,robe
black_romper,romper
black_rope,rope
black_rose,black_flower
black_rose,rose
black_sailor_collar,sailor_collar
black_sandals,sandals
black_santa_costume,santa_costume
black_sarong,sarong
black_sash,sash
black_scarf,scarf
black_sclera,colored_sclera
black_scrunchie,scrunchie
black_serafuku,serafuku
black_shawl,shawl
black_shirt,shirt
black_shoes,shoes
black_shorts,shorts
black_shrug,shrug_(clothing)
black_skin,colored_skin
black_skirt,skirt
black_sky,sky
black_slingshot_swimsuit,slingshot_swimsuit
black_slippers,slippers
black_socks,socks
black_spaghetti,spaghetti
black_sports_bra,sports_bra
black_streaks,streaked_hair
black_suit,suit
black_sun,sun
black_swan_(bird),swan
black_swan_(e.g.o),e.g.o_(project_moon)
black_sweater,sweater
black_sweater_vest,sweater_vest
black_tabard,tabard
black_tank_top,tank_top
black_tea,tea
black_teeth,colored_teeth
black_thighhighs,thighhighs
black_tiara,tiara
black_track_suit,track_suit
black_tube_top,tube_top
black_tulip,black_flower
black_tulip,tulip
black_tunic,tunic
black_turban,turban
black_umbrella,umbrella
black_veil,veil
black_vest,vest
black_visor_cap,visor_cap
black_wings,wings
black_wrist_cuffs,wrist_cuffs
blackberry_hair_ornament,food-themed_hair_ornament
blacked_(phrase),race_fetishism
blacked_female,race_fetishism
blacked_male,race_fetishism
blackjack_table,table
bladed_tonfa,tonfa
blank_censor,censored
blank_speech_bubble,speech_bubble
blaser_r93,bolt_action
blaser_r93,sniper_rifle
blazer,jacket
bleached_(phrase),race_fetishism
bleeding,blood
blind_obsession_(e.g.o),e.g.o_(project_moon)
blind_rage_(e.g.o),e.g.o_(project_moon)
blindfold_lift,blindfold
blindfold_mask,mask
blindfold_slip,blindfold
blonde_facial_hair,facial_hair
blonde_pubic_hair,pubic_hair
blonde_streaks,streaked_hair
blood_bag,blood
blood_drip,blood
blood_drop,blood
blood_elf_(warcraft),elf
blood_from_eyes,blood
blood_from_forehead,blood
blood_from_mouth,blood
blood_halo,blood
blood_halo,liquid_halo
blood_in_hair,blood
blood_in_mouth,blood
blood_on_arm,blood
blood_on_axe,axe
blood_on_axe,blood
blood_on_bandages,bandages
blood_on_bandages,blood
blood_on_breasts,blood
blood_on_chest,blood
blood_on_clothes,blood
blood_on_curtains,curtains
blood_on_dress,blood_on_clothes
blood_on_dress,dress
blood_on_eyewear,blood
blood_on_face,blood
blood_on_feet,blood
blood_on_ground,blood
blood_on_hand,blood
blood_on_knife,blood
blood_on_knife,knife
blood_on_leg,blood
blood_on_mouth,blood
blood_on_neck,blood
blood_on_panties,blood
blood_on_panties,panties
blood_on_teeth,blood
blood_on_teeth,teeth
blood_on_wall,blood
blood_on_weapon,blood
blood_on_weapon,weapon
blood_splatter,blood
blood_spray,blood
blood_stain,blood
blood_writing,blood
bloody_handprints,handprint
bloody_wings,blood
bloody_wings,wings
bloomers_around_one_leg,bloomers
bloomers_on_head,bloomers
bloomers_on_head,object_on_head
bloomers_pull,bloomers
blouse,shirt
blowing_bubble_gum,chewing_gum
blu-ray_cover,cover
blu-ray_logo,logo
blue-and-yellow_macaw,macaw
blue-tinted_eyewear,tinted_eyewear
blue_apron,apron
blue_arm_warmers,arm_warmers
blue_armband,armband
blue_armor,armor
blue_ascot,ascot
blue_babydoll,babydoll
blue_bag,bag
blue_bandana,bandana
blue_bandeau,bandeau
blue_belt,belt
blue_bikini,bikini
blue_bird,bird
blue_blood,colored_blood
blue_bloomers,bloomers
blue_bodysuit,bodysuit
blue_bonnet,bonnet
blue_boots,boots
blue_border,border
blue_bow,bow
blue_bowtie,blue_bow
blue_bowtie,bowtie
blue_bra,bra
blue_bridal_gauntlets,bridal_gauntlets
blue_buruma,buruma
blue_bustier,bustier
blue_butterfly,butterfly
blue_camisole,camisole
blue_cape,cape
blue_capelet,capelet
blue_car,car
blue_cardigan,cardigan
blue_cat,cat
blue_changpao,changpao
blue_chemise,chemise
blue_choker,choker
blue_cloak,cloak
blue_coat,coat
blue_collar,collar
blue_corset,corset
blue_cross_tie,cross_tie
blue_crown,crown
blue_dress,dress
blue_eyeliner,eyeliner
blue_eyeshadow,eyeshadow
blue_facial_hair,facial_hair
blue_feathers,feathers
blue_fire,fire
blue_flower,flower
blue_fundoshi,fundoshi
blue_garter_straps,garter_straps
blue_gem,gem
blue_gloves,gloves
blue_hairband,hairband
blue_hakama,hakama
blue_halo,halo
blue_hanbok,hanbok
blue_hanfu,hanfu
blue_haori,haori
blue_happi,happi
blue_hat,hat
blue_headband,headband
blue_headscarf,headscarf
blue_helmet,helmet
blue_hijab,hijab
blue_hiphighs,hiphighs
blue_hoodie,hoodie
blue_horns,horns
blue_jacket,jacket
blue_jumpsuit,jumpsuit
blue_kimono,kimono
blue_leg_warmers,leg_warmers
blue_leggings,leggings
blue_leotard,leotard
blue_lightsaber,lightsaber
blue_male_swimwear,male_swimwear
blue_male_underwear,male_underwear
blue_mask,mask
blue_mittens,mittens
blue_moon,moon
blue_neckerchief,neckerchief
blue_necktie,necktie
blue_negligee,negligee
blue_nightgown,nightgown
blue_nipples,colored_nipples
blue_one-piece_swimsuit,one-piece_swimsuit
blue_oni,oni
blue_outline,outline
blue_overalls,overalls
blue_pajamas,pajamas
blue_pansy,blue_flower
blue_pansy,pansy
blue_panties,panties
blue_pants,pants
blue_pantyhose,pantyhose
blue_petals,petals
blue_pubic_hair,colored_pubic_hair
blue_pussy,colored_pussy
blue_raincoat,raincoat
blue_ribbon,ribbon
blue_robe,robe
blue_romper,romper
blue_rope,rope
blue_rose,blue_flower
blue_rose,rose
blue_sailor_collar,sailor_collar
blue_sandals,sandals
blue_santa_costume,santa_costume
blue_sarong,sarong
blue_sash,sash
blue_scarf,scarf
blue_sclera,colored_sclera
blue_scrunchie,scrunchie
blue_serafuku,serafuku
blue_shawl,shawl
blue_shirt,shirt
blue_shoes,shoes
blue_shorts,shorts
blue_shrug,shrug_(clothing)
blue_skin,colored_skin
blue_skirt,skirt
blue_sky,sky
blue_slingshot_swimsuit,slingshot_swimsuit
blue_slippers,slippers
blue_socks,socks
blue_spider_lily,blue_flower
blue_spider_lily,spider_lily
blue_sports_bra,sports_bra
blue_streaks,streaked_hair
blue_suit,suit
blue_sweater,sweater
blue_sweater_vest,sweater_vest
blue_tabard,tabard
blue_tank_top,tank_top
blue_teeth,colored_teeth
blue_thighhighs,thighhighs
blue_tongue,colored_tongue
blue_track_suit,track_suit
blue_tube_top,tube_top
blue_tulip,blue_flower
blue_tulip,tulip
blue_tunic,tunic
blue_turban,turban
blue_umbrella,umbrella
blue_veil,veil
blue_vest,vest
blue_visor_cap,visor_cap
blue_wings,wings
blue_wrist_cuffs,wrist_cuffs
blueberry,fruit
blueberry_hair_ornament,food-themed_hair_ornament
blueberry_tart,fruit_tart
bluebird,bird
bluk_berry,berry_(pokemon)
blunderbuss,antique_firearm
blunt_sidelocks,sidelocks
blur_censor,censored
blurry_background,blurry
blurry_edges,blurry
blurry_foreground,blurry
blushing_girls_are_cute_(template),multiple_drawing_challenge
bmw_e30,bmw_3_series
bmw_e36,bmw_3_series
bmw_e46,bmw_3_series
bmw_m3,bmw_3_series
bmx_bike,bicycle
boar_costume,animal_costume
boar_ears,animal_ears
boar_hood,animal_hood
boat,watercraft
bobby_socks,socks
bocchan_dango,dango
body_freckles,freckles
body_pillow,pillow
body_switch,personality_switch
bodysuit_pull,bodysuit
bodysuit_under_clothes,bodysuit
bofors_40_mm_gun,autocannon
bokeh,depth_of_field
bokken,wooden_sword
bolt_action,gun
bolter,weapon
bomb,explosive
bomber,airplane
bomber,military_vehicle
bomber_jacket,jacket
bondage,bdsm
bondage,bound
bone-shaped_pupils,symbol-shaped_pupils
bone_hair_ornament,hair_ornament
boned_meat,meat
bonesaw,saw
bongo_drums,drum
book_focus,book
book_on_head,book
book_on_head,object_on_head
book_on_lap,book
book_stack,book
book_to_mouth,book
bookstore,shop
boonie_hat,hat
borchardt_c-93,handgun
bougainvillea_(flower),flower
bouncing_breasts,breasts
bouncing_pecs,pectorals
bouncing_testicles,testicles
bound_arms,bound
bound_calves,bound
bound_feet,bound
bound_fingers,bound
bound_knees,bound
bound_legs,bound
bound_thighs,bound
bound_toes,bound
bound_torso,bound
bound_wings,bound
bound_wrists,bound
bousouzoku,delinquent
bow_(weapon),weapon
bow_bikini,bikini
bow_bikini,bow
bow_bloomers,bloomers
bow_bloomers,bow
bow_bra,bow
bow_bra,bra
bow_choker,bow
bow_choker,choker
bow_earrings,bow
bow_earrings,earrings
bow_hairband,hairband
bow_panties,bow
bow_panties,panties
bowed_wings,wings
bowl_hat,bowl
bowl_hat,hat
bowler_hat,hat
bowling_ball,ball
bowtie,bow
box_grater,grater
box_of_chocolates,box
box_tie,arms_behind_back
box_truck,truck
boxer_briefs,male_underwear
boxers,male_underwear
boxing_shorts,shorts
boy_and_girl_sandwich,sandwiched
boy_sandwich,sandwiched
boy_scout,scout_movement
br55,battle_rifle
br55,bullpup
bra,underwear
bra_in_mouth,clothes_in_mouth
bra_lift,bra
bra_lift,clothes_lift
bra_on_head,bra
bra_on_head,object_on_head
bra_peek,bra
bra_pull,bra
bra_pull,clothes_pull
bracelet,jewelry
braided_bangs,braid
braided_base,braid
braided_beard,braid
braided_beard,facial_hair
braided_bun,braid
braided_bun,hair_bun
braided_hair_rings,braid
braided_hair_rings,hair_rings
braided_mustache,mustache
braided_ponytail,braid
braided_sidelocks,braid
braided_sidelocks,sidelocks
braided_twintails,braid
braiding_another's_hair,braiding_hair
braiding_hair,hairdressing
braiding_own_hair,braiding_hair
branch_of_knowledge_(e.g.o),e.g.o_(project_moon)
brass_knuckles,weapon
brazilian_flag_bikini,flag_print_bikini
brazilian_flag_print,brazilian_flag
brazilian_flag_print,flag_print
brazilian_national_soccer_team_uniform,soccer_uniform
bread,food
bread_hair_ornament,food-themed_hair_ornament
bread_slice,bread
breast_focus,breasts
breast_freckles,body_freckles
breast_pocket,pocket
breast_pump,milking_machine
breast_rest,breasts
breast_slider,attribute_slider
breast_smother,face_to_breasts
breast_sucking_through_clothes,breast_sucking
breast_tattoo,tattoo
breastless_leotard,breastless_clothes
breastless_leotard,leotard
breastplate,armor
breasts_apart,breasts
breasts_on_another's_back,breast_press
breasts_on_glass,against_glass
breasts_on_glass,breast_press
breasts_on_head,breast_rest
breasts_on_table,breast_rest
breasts_out,breasts
breasts_squeezed_together,breasts
breathing_fire,breath_weapon
breathing_fire,fire
breathing_ice,breath_weapon
breathing_lightning,breath_weapon
bren_lmg,light_machine_gun
brick_oven,oven
bridal_legwear,toeless_legwear
bridal_lingerie,lingerie
bridal_veil,veil
bridge_piercing,face_piercing
briefs,male_underwear
brodie_helmet,combat_helmet
broken_armor,armor
broken_bridge,bridge
broken_chain,broken
broken_chain,chain
broken_condom,condom
broken_glass,glass
broken_halo,halo
broken_heart,heart
broken_heart_hair_ornament,broken_heart
broken_heart_hair_ornament,heart_hair_ornament
broken_horn,horns
broken_mask,mask
broken_mirror,mirror
broken_moon,moon
broken_plate,plate
broken_sword,broken_weapon
broken_sword,sword
broken_weapon,broken
broken_weapon,weapon
brooch,jewelry
broom_guitar,unconventional_guitar
broom_riding,broom
broom_surfing,broom
brother_and_sister,siblings
brother_and_sister_threesome,brother_and_sister
brothers,siblings
brown-tinted_eyewear,tinted_eyewear
brown_apron,apron
brown_arm_warmers,arm_warmers
brown_armband,armband
brown_ascot,ascot
brown_babydoll,babydoll
brown_bag,bag
brown_bandana,bandana
brown_bandeau,bandeau
brown_belt,belt
brown_bikini,bikini
brown_bird,bird
brown_bloomers,bloomers
brown_bodysuit,bodysuit
brown_bonnet,bonnet
brown_boots,boots
brown_border,border
brown_bow,bow
brown_bowtie,bowtie
brown_bowtie,brown_bow
brown_bra,bra
brown_bridal_gauntlets,bridal_gauntlets
brown_buruma,buruma
brown_bustier,bustier
brown_camisole,camisole
brown_cape,cape
brown_capelet,capelet
brown_car,car
brown_cardigan,cardigan
brown_cat,cat
brown_choker,choker
brown_cloak,cloak
brown_coat,coat
brown_collar,collar
brown_corset,corset
brown_dog,dog
brown_dress,dress
brown_eyeliner,eyeliner
brown_facial_hair,facial_hair
brown_feathers,feathers
brown_flower,flower
brown_garter_straps,garter_straps
brown_gem,gem
brown_gloves,gloves
brown_hairband,hairband
brown_hakama,hakama
brown_halo,halo
brown_haori,haori
brown_hat,hat
brown_headband,headband
brown_headscarf,headscarf
brown_helmet,helmet
brown_hijab,hijab
brown_hiphighs,hiphighs
brown_hoodie,hoodie
brown_horns,horns
brown_jacket,jacket
brown_jumpsuit,jumpsuit
brown_kimono,kimono
brown_leg_warmers,leg_warmers
brown_leggings,leggings
brown_leotard,leotard
brown_male_swimwear,male_swimwear
brown_male_underwear,male_underwear
brown_mask,mask
brown_mittens,mittens
brown_neckerchief,neckerchief
brown_necktie,necktie
brown_one-piece_swimsuit,one-piece_swimsuit
brown_outline,outline
brown_overalls,overalls
brown_pajamas,pajamas
brown_panties,panties
brown_pants,pants
brown_pantyhose,pantyhose
brown_pubic_hair,pubic_hair
brown_ribbon,ribbon
brown_robe,robe
brown_romper,romper
brown_rose,brown_flower
brown_rose,rose
brown_sailor_collar,sailor_collar
brown_sandals,sandals
brown_sarong,sarong
brown_scarf,scarf
brown_sclera,colored_sclera
brown_scrunchie,scrunchie
brown_serafuku,serafuku
brown_shawl,shawl
brown_shirt,shirt
brown_shoes,shoes
brown_shorts,shorts
brown_shrug,shrug_(clothing)
brown_skirt,skirt
brown_sky,sky
brown_slingshot_swimsuit,slingshot_swimsuit
brown_slippers,slippers
brown_socks,socks
brown_sports_bra,sports_bra
brown_streaks,streaked_hair
brown_suit,suit
brown_sweater,sweater
brown_sweater_vest,sweater_vest
brown_tabard,tabard
brown_tank_top,tank_top
brown_thighhighs,thighhighs
brown_tube_top,tube_top
brown_tunic,tunic
brown_umbrella,umbrella
brown_veil,veil
brown_vest,vest
brown_wings,wings
brown_wrist_cuffs,wrist_cuffs
browning_hi-power,handgun
browning_m2,heavy_machine_gun
bruise,injury
bruise_on_arm,bruise
bruise_on_ass,bruise
bruise_on_back,bruise
bruise_on_chest,bruise
bruise_on_face,bruise
bruise_on_knee,bruise_on_leg
bruise_on_leg,bruise
bruise_on_neck,bruise
bruise_on_shoulder,bruise
bruise_on_stomach,bruise
bruised_eye,bruise
brushing_another's_hair,brushing_hair
brushing_own_hair,brushing_hair
bt-42,tank
btr-80,armored_personnel_carrier
bubble_bath,bath
bubble_skirt,skirt
buck_teeth,teeth
bucket_hat,hat
bucket_of_water,bucket
bucket_on_head,bucket
bucket_on_head,object_on_head
bucket_spill,bucket
bucket_spill,spill
buckler,shield
budget_sarashi,sarashi
bugle,instrument
bugles_on_fingers,bugles_(food)
building_sand_sculpture,sand_sculpture
building_sex,masturbation
bukkake,cum
bulge_press,bulge
bulge_to_ass,bulge
bulges_touching,bulge_press
bull_penis,animal_penis
bullet_earrings,earrings
bullet_tattoo,tattoo
bullpup,gun
bun_with_braided_base,braided_base
bun_with_braided_base,hair_bun
bundled_charge,anti-tank_grenade
bundled_charge,stick_grenade
bunk_bed,bed
bunny_headphones,headphones
bunny_slippers,animal_slippers
burger,food
burger_hair_ornament,food-themed_hair_ornament
buried_in_sculpted_sand,buried
burn_scar,scar
burning_building,burning
burning_paper,burning
burning_photo,burning
burning_vehicle,burning
bursting_breasts,breasts
bursting_pectorals,pectorals
buruma_around_one_leg,buruma
buruma_aside,buruma
buruma_aside,clothing_aside
buruma_pull,buruma
buruma_pull,clothes_pull
bus,motor_vehicle
business_suit,suit
bust_measuring,measuring
butch/femme_couple,yuri
butt_plug,sex_toy
butter,food
butter_knife,knife
butterfly,bug
butterfly-shaped_pupils,symbol-shaped_pupils
butterfly_boy,arthropod_boy
butterfly_earrings,earrings
butterfly_girl,arthropod_girl
butterfly_hair_ornament,hair_ornament
butterfly_hat_ornament,hat_ornament
butterfly_mask,mask
butterfly_net,hand_net
butterfly_on_hand,butterfly
butterfly_on_head,butterfly
butterfly_on_nose,butterfly
butterfly_print,animal_print
butterfly_sitting,sitting
butterfly_tattoo,tattoo
butterfly_wings,insect_wings
buttjob_over_clothes,buttjob
buttjob_under_clothes,buttjob
button_badge,badge
button_eyes,buttons
buttoned_cuffs,buttons
buzz_cut,very_short_hair
bygone_days_(e.g.o),e.g.o_(project_moon)
c-string,strapless_bottom
c4,explosive
c:,smile
cable_tail,cable
cable_tail,mechanical_tail
cake,food
cake_(minecraft),cake
cake_hair_ornament,food-themed_hair_ornament
cake_on_head,cake
cake_on_head,food_on_head
cake_print,food_print
cake_slice,cake
calculus,math
calf_(animal),baby_animal
calf_(animal),cow
calico_cat,calico_(pattern)
california_highway_patrol,police
calla_lily,flower
calligraphy_brush,paintbrush
camcorder,video_camera
camel_spider,bug
camellia,flower
camellia_print,floral_print
camera_around_neck,camera
camera_flash_overexposure,overexposure
camisole_lift,camisole
camisole_lift,clothes_lift
camisole_over_clothes,camisole
camisole_pull,camisole
camisole_pull,clothes_pull
camouflage_bag,bag
camouflage_bag,camouflage
camouflage_bikini,bikini
camouflage_bikini,camouflage
camouflage_bra,bra
camouflage_bra,camouflage
camouflage_coat,camouflage
camouflage_coat,coat
camouflage_hat,camouflage
camouflage_hat,hat
camouflage_helmet,camouflage
camouflage_helmet,helmet
camouflage_hoodie,camouflage
camouflage_hoodie,hoodie
camouflage_jacket,camouflage
camouflage_jacket,jacket
camouflage_legwear,camouflage
camouflage_paint,camouflage
camouflage_panties,camouflage
camouflage_panties,panties
camouflage_pants,camouflage
camouflage_pants,pants
camouflage_shirt,camouflage
camouflage_shirt,shirt
camouflage_shorts,camouflage
camouflage_shorts,shorts
camouflage_skirt,camouflage
camouflage_skirt,skirt
camper_trailer,recreational_vehicle
camper_trailer,trailer
camping_chair,folding_chair
canadian_flag_bikini,flag_print_bikini
canadian_flag_print,canadian_flag
canadian_flag_print,flag_print
cancer_(zodiac),zodiac
candelabra,candlestand
candlestick_phone,antique_phone
candy,food
candy_apple,food
candy_bar,candy
candy_cane,candy
candy_cane_earrings,food-themed_earrings
candy_cane_hair_ornament,food-themed_hair_ornament
candy_cigarette,candy
candy_corn,candy
candy_hair_ornament,food-themed_hair_ornament
candy_print,food_print
candy_store,shop
canned_coffee,drink_can
canned_food,can
canopy_bed,bed
cantaloupe,fruit
cantaloupe,melon
cape_grab,clothes_grab
caplock,firelock
capote_(e.g.o),e.g.o_(project_moon)
capri_pants,pants
capricorn_(zodiac),zodiac
captive_bead_ring,piercing
car,motor_vehicle
carcano,bolt_action
carcano,rifle
card_background,card
card_between_breasts,between_breasts
card_between_breasts,card
card_between_fingers,between_fingers
card_between_fingers,holding_card
card_in_mouth,mouth_hold
card_parody,card_(medium)
cardboard_box,box
cardigan_around_waist,cardigan
cardigan_around_waist,clothes_around_waist
caressing_testicles,testicles
cargo_pants,pants
cargo_ship,ship
cargo_shorts,shorts
carl_gustaf_m/45,submachine_gun
carl_gustaf_recoilless_rifle,rocket_launcher
carnation,flower
carried_breast_rest,breast_rest
carried_breast_rest,carrying
carro_armato_p40,tank
carro_veloce_cv-33,tank
carrot_cake,cake
carrot_earrings,food-themed_earrings
carrot_hair_ornament,food-themed_hair_ornament
carrot_juice,juice
carrot_necklace,necklace
carrot_print,food_print
carrying_baby,baby
carrying_baby,carrying_person
carrying_multiple_people,carrying_person
carrying_person,carrying
carrying_under_arm,carrying
cartesian_chart,graph
