tag,cn_name
abukuma_(kancolle),"阿武隈,阿武隈(艦隊これくしょん),阿武隈(艦これ)"
abukuma_(lawson)_(kancolle),阿武隈(ローソン)
abukuma_(round1)_(kancolle),阿武隈(ラウンドワン)
abukuma_kai_ni_(kancolle),阿武隈改二
aburaage,"油揚げ,あぶらあげ"
aburakkoi_(nijiura_maids),あぶらっこいさん
aburame_shino,油女シノ
aburana_(flower_knight_girl),アブラナ(花騎士)
aburatsubo_ayanojou,油壷綾之丞
abuse,"虐待,リンチ"
abuto,阿伏兎
abyaa_face,"あびゃ~,あびゃー"
abydos_high_school_logo,"abydos高学校标志,アブイドスハイ学校ロゴ"
abydos_high_school_swimsuit,"abydos高学校泳衣,アブイドスハイ学校水着"
abysmal_knight,白衣の騎士
abyss_chaser_(ragnarok_online),アビスチェイサー
abyss_herald_(genshin_impact),"深渊使徒,アビスの使し徒と,심深연淵,사使도徒"
abyss_lector_(genshin_impact),"深渊咏者,深淵詠者,アビスの詠唱者"
abyss_mage_(genshin_impact),アビスの魔術師
abyss_razor,アビス・レイザー
abyss_watcher,深淵の監視者
abyssal_admiral_(kancolle),"深海提督,提督,深海棲提督"
abyssal_chain_clown_oni,深海磨鎖鬼
abyssal_chishima_princess,深海千島棲姫
abyssal_crane_princess,深海鶴棲姫
abyssal_jade_princess,深海玉棲姫
abyssal_jellyfish_princess,深海海月姫
abyssal_majesty_(idolmaster),アビサルマジェスティ
abyssal_mediterranean_princess,深海地中海棲姫
abyssal_pacific_princess,太平洋深海棲姫
abyssal_plum_princess,深海梅棲姫
abyssal_ship,"深海棲艦,深海棲艦化"
abyssal_ship_transformation,深海棲艦化
abyssal_stranded_landing_princess,深海擱座揚陸姫
abyssal_sun_princess,深海日棲姫
abyssal_twin_princess_(black),深海双子棲姫
abyssal_twin_princess_(white),深海双子棲姫
abyssal_yufine_(epic_seven),"深淵のユピネ,深淵優芬妮"
abyssinian_cat,アビシニアン
abyssmare,アビスメア
abystia_dragoon,"漆黒竜姫アビスティア・ドラグーン,アビスティア・ドラグーン,アビスティアドラグーン"
ac-bu_(style),"AC部,野生のAC部"
ac1_sentinel,"センチネル巡航戦車,AC1センチネル"
ac4_sentinel,"センチネル巡航戦車,AC4センチネル"
acacia_(flower_knight_girl),アカシア(花騎士)
acacia_(snowbreak),"アカシア(スノウブレイク),アカシア(スノブレ),安卡希雅"
academic_test,試験
academy_award_of_merit,"オスカー像,アカデミー賞"
academy_city,"学園都市,學園都市,学园都市"
acala,不動明王
acasta_(azur_lane),"アカスタ(アズールレーン),阿卡司塔"
accel_ace,アクセルエース
accel_changer,アクセルチェンジャー
acceldriver,"変身ベルトアクセルドライバー,アクセルドライバー"
accelerator_(toaru_majutsu_no_index),"一方通行,アクセラレータ"
accelgor,アギルダー
accellular,アクセルラー
acceptor,アクセプター
accesscode_talker,アクセスコード・トーカー
accessory_(freedom_wars),アクセサリ(フリーダムウォーズ)
accessory_tan,"饰品晒痕,アクセ日焼け,配件晒痕"
acchi_kocchi_shiikuin_taiken!_(project_sekai),あっちこっち飼育員体験!
acchi_muite_hoi,"あっち向いてホイ,あっちむいてホイ,あっち向いてほい,あっちむいてほい"
accident,"事故,アクシデント,意外"
accidental_exposure,意外走光
accidental_kiss,"事故チュー,事故キス"
accidental_pervert,"ラッキースケベ,幸运色狼"
accord,アコール
accord_sensei,"アコール先生,亚歌老师,亞歌老師"
accordion,"アコーディオン,手风琴"
accuracy_international,"アキュラシー・インターナショナル,アキュラシーインターナショナル"
accurate_lolita_coord,"正确洛丽塔搭配,正確なロリータコーデ,标准洛丽塔"
ace_(arknights),ace(アークナイツ)
ace_(miracle_nikki),"艾思,エリス"
ace_(playing_card),"A牌,エース,扑克A,トランプのA"
ace_blade,エースブレード
ace_d._copular,エース_(パワーパフガールズ)
ace_grit,エース・グリット
ace_of_clubs_(idolmaster),エースオブクラブ
ace_of_spades,"スペードのエース,スパディル,死のカード"
ace_taffy,永雏塔菲
ace_trainer_(female)_(pokemon_bw),エリートトレーナー
ace_trainer_(female)_(pokemon_dppt),エリートトレーナー
ace_trainer_(pokemon),エリートトレーナー
ace_trappola,"エース・トラッポラ,エー監,エース監,エス監,エスデュ,デュエス,エーデュース,エペエー"
ace_trappola_(cozy_loungewear),くつろぎマイルーム
ace_trappola_(luxe_couture),リュクスクチュール
ace_trappola_(suitor_suit),なりきり花婿
aced_(kingdom_hearts),"アセッド,予知者アセッド"
acedia_(otoca_d'or),"アシディア,魔法使いの弟子アシディア"
acedia_(yume-100),アケディア
acerola_(fall_2020)_(pokemon),アセロラ(20シーズン)
acerola_(pokemon),"アセロラ(ポケモン),アセロラ(トレーナー),アセロラ,阿塞萝拉"
acerola_(summer_2024)_(pokemon),アセロラ(24シーズン)
acerola_(sygna_suit)_(pokemon),マジコスアセロラ
acetylene_lamp,アセチレン・ランプ
acfun_girl,AC娘
acguy,アッガイ
achakura,あちゃくらさん
acheron_(boundless_choreo)_(honkai:_star_rail),黄泉(終わりなき舞踏)
acheron_(honkai:_star_rail),"黄泉,黄泉(スターレイル),星穹铁道黄泉,崩铁黄泉,ヨミ"
acheron_(izumo)_(honkai:_star_rail),黄泉(出雲)
achi_cirno,アチチルノ
achi_shizuku,阿知しずく
achievement_unlocked,"実績のロックが解除されました,実績解除"
achiga_school_uniform,"achiga制服,アチイガ制服"
achikita_chinami,"遠北千南,遠い北からの絵手紙"
achillea_(flower_knight_girl),アキレア(花騎士)
achilles_(azur_lane),"アキリーズ(アズールレーン),阿基里斯"
achilles_(fate),"アキレウス(Fate),赤のライダー,アキレウス,阿喀琉斯"
achilles_(fearless_diver)_(fate),フィアレス・ダイバー
achilles_(festival_outfit)_(fate),英霊祭装
achilles_(mentor_and_i)_(fate),俺様生徒会
achilles_tendon,"アキレス腱,跟腱"
achimenes,"アキメネス属,アキメネスぞく"
achtung_baby,"透明婴儿,透明宝宝"
acid,"酸,アシッド,酸性"
acid_(maimai),アシッド
acid_ace_(mega_man),アシッド・エース
acid_armor_(pokemon),とける
acid_man,アシッドマン
acid_trip,"迷幻,アシッドトリップ,幻觉"
aciddrop_(arknights),"酸糖,アシッドドロップ(アークナイツ),アシドロ"
acier_silva,アシエ・シルヴァ
acieth_alla,アシエス・アーラ
acme_iku,阿久女イク
acog,"ACOG瞄准镜,ACOGサイト,四倍镜"
acolyte_(ragnarok_online),"アコライト,アコ"
aconita_(funamusea),アコニタ
acorn,"どんぐり,ドングリ,団栗"
acorn_pendant,"橡果吊坠,どんぐりペンダント,橡子项链"
acoustic_guitar,"アコギ,アコースティックギター"
acqua_of_the_back,"後方のアックア,ウィリアム=オルウェル"
acquaint_fate_(genshin_impact),"相遇之缘,出会いの縁"
acr_(girls'_frontline),"ACR(ドールズフロントライン),ACR(少女前線)"
acro_(kirby),アクロ
acrobatic_silky_(dandadan),"アクロバティックさらさら,アクさら"
acrobatic_sunny,アクロバティック・サニー
acrobatics,"曲芸,きょくげい,軽業,かるわざ"
acrobatics_(pokemon),"アクロバット(ポケモン),アクロバット"
acronym,"缩写,頭字語,首字母缩写,アクロンイム"
acrophobia,"高所恐怖症,恐高症"
across_the_stars_(idolmaster),アクロス・ザ・スターズ
acrylic_stand_(object),アクリルスタンド(アイテム)
act_zaku,アクト・ザク
actias_artemis,"オオミズアオ,大水青,大水青蛾"
action_figure,"可动人偶,アクションフィギュア,手办"
action_kamen,アクション仮面
active_china_(idolmaster),アクティブチャイナ
actor,"演员,俳優,アクター"
actor_connection,"演员关联,俳優の繋がり,演员关系"
actress,"女優,アクトレス"
aculeatus,アクレアツス
acupuncture,"鍼,はり,鍼治療,はりちりょう,鍼治,しんじ,鍼術,しんじゅつ"
acura_(brand),アキュラ
acura_(gunvolt),神園アキュラ
ad_(object),"广告,広告,アド"
ad_lunam_(shining_nikki),"月谕,月の神託"
ad_youkai,AD妖怪
ada_(iyowa),"アダ,あだちゃん"
ada_(naruto),エイダ(BORUTO)
ada_(synduality),エイダ
ada_mesmer,"心理学者,エダ・メスマー,艾达·梅斯默,心理学家"
ada_mesmer_(everlasting_night),心理学家长夜
ada_vessalius,"エイダ=ベザリウス,エイダベザリウス"
ada_wong,"艾达·王,エイダ・ウォン,艾达王"
adabana_necromancy,徒花ネクロマンシー
adachi_eiko,安達映子
adachi_kiyoshi,安達清
adachi_koichi,足立宏一
adachi_masahiro,足立正広
adachi_rai,足立ライ
adachi_rei,"足立レイ,足立零,レイテト,零钻"
adachi_sakura,"安達桜,安達"
adachi_shou,足立翔
adachi_taeko,安達妙子
adachi_tenka,足立甜花
adachi_tooru,"足立透,主足"
adagaki_aki,安達垣愛姫
adagio_dazzle,"アダージョ,アダージョ・ダズル,ダズリングス,海妖三姐妹"
adagio_dazzle_(human),"アダージョ,アダージョ・ダズル,ダズリングス,海妖三姐妹"
adagumo_no_saragimaru,"徒雲蛇穴丸,蛇穴丸,くろさら,徒云蛇穴丸"
adagumo_no_yaorochi,"徒雲八尾呂智,八尾呂智,やおすく,おろちん,徒云八尾吕智"
adah_(grimms_notes),エイダ(グリムノーツ)
adaku_okoro,アダク・オコロ
adam's_apple,"のどぼとけ,喉仏,喉頭隆起,喉结"
adam_(evangelion),アダム(エヴァンゲリオン)
adam_(fate),原初の人間
adam_(lord_of_the_mysteries),"亚当,白造"
adam_(mythology),"アダム(創世記),アーダム(イスラム教)"
adam_(nier:automata),アダム(NieR)
adam_(project_moon),アダム
adam_(sk8),神道愛之介
adam_(stellar_blade),アダム(Stellar_Blade)
adam_jensen,アダム・ジェンセン
adam_kapowski,アダム
adam_lanza,"アダムランザ,亚当兰扎"
adam_malkovich,アダム・マルコビッチ
adam_moonlit,アダム=ムーンリット
adam_smasher,亚当·重锤
adam_taurus,"アダム・トーラス,アダムトーラス"
adam_warlock,"亞當術士,アダム・ウォーロック"
adaman_(palentine's_2026)_(pokemon),セキ(26シーズン)
adaman_(pokemon),"セキ(ポケモン),セキカイ(ポケモン),セキ"
adaman_(special_costume)_(pokemon),セキ(スペシャル)
adamant_orb,こんごうだま
adamski_s-rank_space,"S級宇宙アダムスキー,アダムスキー(デュエプレ)"
adaniya_tsubura,安谷屋円
adaptation_comparison,"改编对比,アレンジ比較,改编比较"
adapted_costume,衣装アレンジ
adapted_hairstyle,"改编的发型,アレンジ髪型"
adapted_object,"改编物品,アレンジ物体,改造物体"
adapted_turret,"改编炮塔,アレンジ砲塔,改造炮塔"
adapted_uniform,"改编的制服,アレンジ制服"
adapted_weapon,"改编武器,アレンジ武器,改造武器"
adaptive_combat_rifle,"ブッシュマスターACR,マグプルマサダ"
adashino_adami,"化之あだみ,化之化未"
adashino_benio,化野紅緒
adashino_oto,化野乙
adashino_ren,化野蓮
add_(elsword),エド
add_(fate),アッド(Fate)
addam_origo,アデル・オルドー
addamaque,アダムキュー
addiction,"嗜癖,しへき,中毒,ちゅうどく"
ade_(agent_bunny)_(nikke),エード:エージェントバニー
ade_(maid_in_spring)_(nikke),エード:メイド・イン・スプリング
ade_(nikke),"爱德(胜利女神:妮姬),エード(勝利の女神:NIKKE),エード"
adela_(path_to_nowhere),"阿黛拉,无期迷途阿黛拉"
adelaide_bluthausen,アデライーデ・ブルートハウゼン
adelbert_steiner,アデルバート・スタイナー
adele_(baccano!),アデル
adele_(fate),アデーレ(Fate)
adele_(maplestory),アデル
adele_balfetto,アデーレ・バルフェット
adeleine,アドレーヌ
adelheid_(chaos_zero_nightmare),"アーデルハイド,アーデルハイト(カオスゼロナイトメア)"
adelheid_(world_witches_series),アーデルハイト
adelheid_bernstein,アーデルハイド・バーンシュタイン
adelheid_van_astrea,アーデルハイト・ヴァン・アストレア
adelie_(assaultharpy),爱德丽
adelie_(space_dandy),アデリー
adelie_penguin,アデリーペンギン
adelie_penguin_(kemono_friends),アデリーペンギン(けものフレンズ)
adelie_penguin_bullying,ペンギンコラ
adelina_blue,アデリーナ・ブルー
adelinde_(genshin_impact),"アデリン(原神),アデリン,爱德琳"
adeline_(girls'_frontline),"黒NYTO,アデライン(ドールズフロントライン)"
adella_the_nun,尼僧アデーラ
adelle_(fft),アデル
adeltrud_walter,アデルトルート・オルター
adenine_(xenoblade),シキ(ゼノブレイド2)
adepta_sororitas,"アデプタ・ソロリタス,シスター・オヴ・バトル"
adeptus_astartes,スペースマリーン
adeptus_custodes,アデプトゥス・カストーデス
adeptus_mechanicus,アデプトゥス・メカニカス
aderinna_(infinity_nikki),"阿德里娜,アドリア"
adette_kistler,アデット・キスラー
adhesive_bra,"ヌーブラ,乳贴"
adiane,アディーネ
adidas,アディダス
adilisia_lenn_mathers,アディリシア・レン・メイザース
adina_savic,アディナ
adjustable_wrench,"モンキーレンチ,活动扳手"
adjusting_another's_clothes,"整理别人衣服,他人の服を直す,帮对方整理衣服"
adjusting_another's_hair,"整理别人的头发,他人の髪を直す,扶正别人的头发"
adjusting_bow,"整理蝴蝶结,リボンを直す,扶正蝴蝶结"
adjusting_bowtie,"整理领结,蝶ネクタイを直す,扶正领结"
adjusting_bra,"乳詰め,调整胸罩"
adjusting_buruma,"食い込み直し,调整日式体操短裤"
adjusting_clothes,"食い込み直し,调整服装"
adjusting_collar,"整理衣领,襟を直す,扶正领子"
adjusting_dress,"整理连衣裙,ドレスを直す,整理裙子"
adjusting_earrings,"整理耳环,ピアスを直す,扶正耳饰"
adjusting_eyewear,"眼鏡に手,メガネクイッ,推眼镜"
adjusting_footwear,"整理鞋子,靴を直す,提鞋"
adjusting_gloves,调整手套
adjusting_goggles,"整理护目镜,ゴーグルを直す,扶正护目镜"
adjusting_hair,调整侧发
adjusting_hair_ornament,"整理头发饰品,髪飾りを直す,扶正头发饰品"
adjusting_headphones,"整理耳机,ヘッドホンを直す,扶正耳机"
adjusting_headset,"整理耳麦,ヘッドセットを直す,扶正耳麦"
adjusting_headwear,"整理头饰,帽子を直す,扶正帽子"
adjusting_hood,"整理兜帽,フードを直す,扶正兜帽"
adjusting_legwear,调整腿部服装
adjusting_leotard,调整紧身衣
adjusting_mask,"整理面具,マスクを直す,扶正口罩"
adjusting_necktie,"整理领带,ネクタイを直す,扶正领带"
adjusting_panties,调整内裤
adjusting_scarf,"整理围巾,マフラーを直す,扶正围巾"
adjusting_shirt,"整理衬衫,シャツを直す,整理衬衣"
adjusting_shoe,"整理鞋子,靴を直す,提鞋"
adjusting_shorts,调整短裤
adjusting_skirt,调整裙子
adjusting_sleeves,"整理袖子,袖を直す,挽袖"
adjusting_sock,"整理袜子,靴下を直す,提袜"
adjusting_strap,"整理带子,ストラップを直す,扶正肩带"
adjusting_swimsuit,"水着直し,食い込み直し,调整泳衣"
adjutant_(agent_aika),副官(AIKa)
adjutant_(snowbreak),分析员
adler_(akatsuki_en-eins),アドラー
adler_(nte),"阿德勒,アロイス・V・アドレー,アドレー"
adlet_myer,アドレット・マイア
admi_(nikke),アドミ(勝利の女神:NIKKE)
admiral_(kancolle),"提督(艦隊これくしょん),提督,提督LOVE"
admiral_(kancolle)_(cosplay),"admiral角色扮演,アドミラル,admiral（舰娘）,アドミラル（艦これ）,舰娘,艦これ,admiralコスプレ"
admiral_(warship_girls_r),"指揮官(戦艦少女R),提督(戦艦少女R)"
admiral_arisugawa,"有栖川提督,有栖川清十郎,オネエ提督(なごみ)"
admiral_bobbery,バレル(ペーパーマリオRPG)
admiral_graf_spee_(a_novel_anniversary)_(azur_lane),"未知の記念日,未知的晚会"
admiral_graf_spee_(azur_lane),"アドミラル・グラーフ・シュペー(アズールレーン),アドミラルグラーフシュペー,アドミラル・グラーフ・シュペー,斯佩伯爵海军上将"
admiral_graf_spee_(girl's_sunday)_(azur_lane),"少女の日曜日,少女的星期日"
admiral_graf_spee_(peaceful_daily_life)_(azur_lane),"平穏な毎日,平和的每一天"
admiral_graf_spee_(world's_cutest)_(azur_lane),铁血♥最可爱
admiral_hipper_(azur_lane),"アドミラル・ヒッパー(アズールレーン),アドミラル・ヒッパー,希佩尔海军上将"
admiral_hipper_(meta)_(azur_lane),アドミラル・ヒッパー(META)
admiral_hipper_(muse)_(azur_lane),"アドミラル·ヒッパー(μ兵装),希佩尔海军上将(μ兵装)"
admiral_hipper_(retrofit)_(azur_lane),"アドミラル・ヒッパー改,アドミラル・ヒッパー改(アズールレーン)"
admiral_hipper_(warship_girls_r),"アドミラル・ヒッパー,希佩尔,希佩尔海军上将"
admiral_nakhimov_(azur_lane),"アドミラル・ナヒーモフ(アズールレーン),アドミラル・ナヒーモフ,纳希莫夫海军上将"
admiral_nakhimov_(cheerleading_mechanic?)_(azur_lane),チアリング・チューナー?
admiral_nakhimov_(first_time_in_the_limelight)_(azur_lane),スポットライト・デビュー
admiral_narita_(kancolle),成田提督
admiral_scheer_(warship_girls_r),"アドミラル・シェーア,舍尔海军上将"
